"","X","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","rate.difference_mean","Census_Division","Census_Region","stabbrs","sex","state","year","state.reorder"
"8471",371,20,31,1,"Injuries",0.152356595045612,2.22500751330796,4.38305041876559,2.23005012428426,"South Atlantic","South","MD","Female","Maryland",1999,"Maryland"
"8472",372,20,31,1,"Non-communicable",14.7029407566208,21.5719123000422,28.435911086047,21.5326333858633,"South Atlantic","South","MD","Female","Maryland",1999,"Maryland"
"8473",373,20,32,0,"All other causes",54.5887340325725,64.9884298084886,76.0609147231951,65.0889930311716,"South Atlantic","South","MD","Male","Maryland",2000,"Maryland"
"8474",374,20,32,0,"Cancers",76.7643821483694,89.885956168678,102.543640215781,89.9198302016597,"South Atlantic","South","MD","Male","Maryland",2000,"Maryland"
"8475",375,20,32,0,"Cardiovascular",81.0187033257024,99.0720390622971,119.061510857119,99.1996651766627,"South Atlantic","South","MD","Male","Maryland",2000,"Maryland"
"8476",376,20,32,0,"Communicable",71.2907376591904,81.2652739581907,90.7737124390402,81.1965211254635,"South Atlantic","South","MD","Male","Maryland",2000,"Maryland"
"8477",377,20,32,0,"Injuries",37.0980385233133,41.5733090549656,46.5652068628096,41.5809561448681,"South Atlantic","South","MD","Male","Maryland",2000,"Maryland"
"8478",378,20,32,0,"Non-communicable",23.2074440008835,33.0816208546625,43.2278381326731,32.9848039317191,"South Atlantic","South","MD","Male","Maryland",2000,"Maryland"
"8479",379,20,32,1,"All other causes",25.2739731692449,32.0923716347469,38.7455748978544,32.0066281162901,"South Atlantic","South","MD","Female","Maryland",2000,"Maryland"
"8480",380,20,32,1,"Cancers",17.2599320428394,23.6412585221941,30.4492780625969,23.6378518482945,"South Atlantic","South","MD","Female","Maryland",2000,"Maryland"
"8481",381,20,32,1,"Cardiovascular",61.7203381936698,74.8981759499574,88.4032428960394,74.958750069974,"South Atlantic","South","MD","Female","Maryland",2000,"Maryland"
"8482",382,20,32,1,"Communicable",30.1816448320801,35.3168319786706,40.6952302946969,35.3109381221289,"South Atlantic","South","MD","Female","Maryland",2000,"Maryland"
"8483",383,20,32,1,"Injuries",0.0894351555698965,2.03190427322748,4.11469073214475,2.04943238079593,"South Atlantic","South","MD","Female","Maryland",2000,"Maryland"
"8484",384,20,32,1,"Non-communicable",11.5107849476023,18.1655279198127,24.9457988993767,18.1746044814788,"South Atlantic","South","MD","Female","Maryland",2000,"Maryland"
"8485",385,20,33,0,"All other causes",49.1620960606528,59.6283792639221,70.5010594928846,59.6474311363036,"South Atlantic","South","MD","Male","Maryland",2001,"Maryland"
"8486",386,20,33,0,"Cancers",72.574856086243,85.3121652578342,99.1324205304773,85.6590285128838,"South Atlantic","South","MD","Male","Maryland",2001,"Maryland"
"8487",387,20,33,0,"Cardiovascular",82.3292312513882,99.992709970558,117.87043084194,100.262293969806,"South Atlantic","South","MD","Male","Maryland",2001,"Maryland"
"8488",388,20,33,0,"Communicable",73.4153956489019,82.7480940470843,92.1881469044975,82.6998120058893,"South Atlantic","South","MD","Male","Maryland",2001,"Maryland"
"8489",389,20,33,0,"Injuries",36.0066098175547,40.9723129261704,45.7955279284755,40.9935055934004,"South Atlantic","South","MD","Male","Maryland",2001,"Maryland"
"8490",390,20,33,0,"Non-communicable",22.5776886559779,31.8223144446104,41.9260136751812,31.8400070399338,"South Atlantic","South","MD","Male","Maryland",2001,"Maryland"
"8491",391,20,33,1,"All other causes",26.6543018620842,33.3319628972858,40.1695679059918,33.3589721673676,"South Atlantic","South","MD","Female","Maryland",2001,"Maryland"
"8492",392,20,33,1,"Cancers",17.2050423339874,23.7257433368548,29.8678724218527,23.6285661774973,"South Atlantic","South","MD","Female","Maryland",2001,"Maryland"
"8493",393,20,33,1,"Cardiovascular",64.2902703642842,76.4372411466286,88.3191500599947,76.5654490321724,"South Atlantic","South","MD","Female","Maryland",2001,"Maryland"
"8494",394,20,33,1,"Communicable",30.1170082320082,35.304258559404,40.3369856363165,35.3928998257764,"South Atlantic","South","MD","Female","Maryland",2001,"Maryland"
"8495",395,20,33,1,"Injuries",-0.314602421061229,1.64180343244819,3.69445532030578,1.64898096560412,"South Atlantic","South","MD","Female","Maryland",2001,"Maryland"
"8496",396,20,33,1,"Non-communicable",10.0871130311674,16.6678840575694,23.3000558823543,16.8600303273528,"South Atlantic","South","MD","Female","Maryland",2001,"Maryland"
"8497",397,20,34,0,"All other causes",45.3065524478909,55.2168564012335,65.7118266565192,55.2402913461641,"South Atlantic","South","MD","Male","Maryland",2002,"Maryland"
"8498",398,20,34,0,"Cancers",68.1455071911244,80.0482284978667,93.4047811577905,80.1632434478355,"South Atlantic","South","MD","Male","Maryland",2002,"Maryland"
"8499",399,20,34,0,"Cardiovascular",82.267662829597,98.5947520005083,117.665191759723,99.0623413232616,"South Atlantic","South","MD","Male","Maryland",2002,"Maryland"
"8500",400,20,34,0,"Communicable",70.0652707204965,79.4184316630664,89.4742933319869,79.5333074118821,"South Atlantic","South","MD","Male","Maryland",2002,"Maryland"
"8501",401,20,34,0,"Injuries",37.1729070100766,41.4915785955536,46.6079040544535,41.6631212258137,"South Atlantic","South","MD","Male","Maryland",2002,"Maryland"
"8502",402,20,34,0,"Non-communicable",21.7765712061324,31.4123421276253,40.974208772988,31.4608282768546,"South Atlantic","South","MD","Male","Maryland",2002,"Maryland"
"8503",403,20,34,1,"All other causes",26.6637569681194,33.0373031279879,39.8053662658684,33.0815411278824,"South Atlantic","South","MD","Female","Maryland",2002,"Maryland"
"8504",404,20,34,1,"Cancers",17.131225847459,23.4906916278952,30.3246954491069,23.5392584730823,"South Atlantic","South","MD","Female","Maryland",2002,"Maryland"
"8505",405,20,34,1,"Cardiovascular",66.3893453197718,78.2522899979846,91.0223394935881,78.3288898046533,"South Atlantic","South","MD","Female","Maryland",2002,"Maryland"
"8506",406,20,34,1,"Communicable",30.7847588467784,35.9682915760337,41.3307701843049,36.0521011793885,"South Atlantic","South","MD","Female","Maryland",2002,"Maryland"
"8507",407,20,34,1,"Injuries",-1.05237579609614,0.949652349397704,2.59011966414568,0.869955631696598,"South Atlantic","South","MD","Female","Maryland",2002,"Maryland"
"8508",408,20,34,1,"Non-communicable",13.9227244965415,20.7798491327983,27.4274801536457,20.693751228753,"South Atlantic","South","MD","Female","Maryland",2002,"Maryland"
"8509",409,20,35,0,"All other causes",39.0398005557368,48.9903381958813,59.0795681554829,48.8456580857703,"South Atlantic","South","MD","Male","Maryland",2003,"Maryland"
"8510",410,20,35,0,"Cancers",59.8611655713987,71.8768832211857,85.0444907141051,72.1331207479593,"South Atlantic","South","MD","Male","Maryland",2003,"Maryland"
"8511",411,20,35,0,"Cardiovascular",88.2629494466482,104.85167851333,123.616599762278,105.00388705057,"South Atlantic","South","MD","Male","Maryland",2003,"Maryland"
"8512",412,20,35,0,"Communicable",67.1816299706187,77.2498528180625,87.3267010420297,77.3405269888902,"South Atlantic","South","MD","Male","Maryland",2003,"Maryland"
"8513",413,20,35,0,"Injuries",35.6062591988806,40.1924820508624,45.3987725028733,40.3203621717744,"South Atlantic","South","MD","Male","Maryland",2003,"Maryland"
"8514",414,20,35,0,"Non-communicable",19.7278249777874,28.9979569315747,37.9792313675517,28.9588856754578,"South Atlantic","South","MD","Male","Maryland",2003,"Maryland"
"8515",415,20,35,1,"All other causes",22.9091878654467,29.1131846595504,35.7769283796814,29.2304269695038,"South Atlantic","South","MD","Female","Maryland",2003,"Maryland"
"8516",416,20,35,1,"Cancers",17.2168218698053,23.2401811228265,29.6938301055722,23.341225382182,"South Atlantic","South","MD","Female","Maryland",2003,"Maryland"
"8517",417,20,35,1,"Cardiovascular",65.1958452503401,76.675491851924,88.9466050554794,76.9000832006208,"South Atlantic","South","MD","Female","Maryland",2003,"Maryland"
"8518",418,20,35,1,"Communicable",30.4825530817559,35.5972192738591,40.9881738319294,35.6548480130151,"South Atlantic","South","MD","Female","Maryland",2003,"Maryland"
"8519",419,20,35,1,"Injuries",-1.54017375920461,0.296216981232993,2.00537535953899,0.279611361077701,"South Atlantic","South","MD","Female","Maryland",2003,"Maryland"
"8520",420,20,35,1,"Non-communicable",11.1430291460096,17.2331846456684,23.5894555603506,17.3237032900091,"South Atlantic","South","MD","Female","Maryland",2003,"Maryland"
"8521",421,20,36,0,"All other causes",38.2353995013432,47.3390201959509,56.3853745443726,47.2754100089666,"South Atlantic","South","MD","Male","Maryland",2004,"Maryland"
"8522",422,20,36,0,"Cancers",57.6493661311689,68.6124483517791,80.8352350712308,68.7431943622371,"South Atlantic","South","MD","Male","Maryland",2004,"Maryland"
"8523",423,20,36,0,"Cardiovascular",92.7903374899328,108.760654354486,126.401547428476,108.935757687418,"South Atlantic","South","MD","Male","Maryland",2004,"Maryland"
"8524",424,20,36,0,"Communicable",60.7308041213326,69.3839147710242,78.5072469613582,69.5651636779978,"South Atlantic","South","MD","Male","Maryland",2004,"Maryland"
"8525",425,20,36,0,"Injuries",33.4827713525772,38.412029000253,43.1103277835685,38.4210212017625,"South Atlantic","South","MD","Male","Maryland",2004,"Maryland"
"8526",426,20,36,0,"Non-communicable",21.5139302597216,31.3382152369536,40.1616869457936,31.279990046821,"South Atlantic","South","MD","Male","Maryland",2004,"Maryland"
"8527",427,20,36,1,"All other causes",22.6657644919771,29.0071068271406,35.4064169362082,29.0868434352033,"South Atlantic","South","MD","Female","Maryland",2004,"Maryland"
"8528",428,20,36,1,"Cancers",14.4697538070384,20.5686030001454,26.7887991887961,20.5266046143663,"South Atlantic","South","MD","Female","Maryland",2004,"Maryland"
"8529",429,20,36,1,"Cardiovascular",68.6388524146982,81.1619084390431,93.8372457355099,81.0864758387408,"South Atlantic","South","MD","Female","Maryland",2004,"Maryland"
"8530",430,20,36,1,"Communicable",29.955827523167,34.9223100482161,40.4028875899701,34.9832614740447,"South Atlantic","South","MD","Female","Maryland",2004,"Maryland"
"8531",431,20,36,1,"Injuries",-2.41449321328126,-0.634532927623527,1.118735193622,-0.638713377932776,"South Atlantic","South","MD","Female","Maryland",2004,"Maryland"
"8532",432,20,36,1,"Non-communicable",9.14540508603747,15.4719669764544,21.753860951833,15.5016909251034,"South Atlantic","South","MD","Female","Maryland",2004,"Maryland"
"8533",433,20,37,0,"All other causes",32.6231325556389,42.3220445265688,52.6227971039297,42.4753139959389,"South Atlantic","South","MD","Male","Maryland",2005,"Maryland"
"8534",434,20,37,0,"Cancers",53.0073716676858,63.5481345123775,75.2127224048303,63.7370822750132,"South Atlantic","South","MD","Male","Maryland",2005,"Maryland"
"8535",435,20,37,0,"Cardiovascular",91.1597461468604,106.784383101094,123.187913530381,106.629626238708,"South Atlantic","South","MD","Male","Maryland",2005,"Maryland"
"8536",436,20,37,0,"Communicable",54.1431143963958,62.6302421567098,71.4298351571643,62.6694039368214,"South Atlantic","South","MD","Male","Maryland",2005,"Maryland"
"8537",437,20,37,0,"Injuries",33.8493744710549,38.4722189546534,43.405104631384,38.4551354739589,"South Atlantic","South","MD","Male","Maryland",2005,"Maryland"
"8538",438,20,37,0,"Non-communicable",25.8428476440789,34.256984134233,43.1018217422014,34.3391727516842,"South Atlantic","South","MD","Male","Maryland",2005,"Maryland"
"8539",439,20,37,1,"All other causes",21.7483144615126,28.2524153538913,34.3485773665548,28.1567799805435,"South Atlantic","South","MD","Female","Maryland",2005,"Maryland"
"8540",440,20,37,1,"Cancers",10.9879940891629,17.1995952796709,23.3747470543107,17.0768596032592,"South Atlantic","South","MD","Female","Maryland",2005,"Maryland"
"8541",441,20,37,1,"Cardiovascular",63.8610492315864,74.9807017644555,86.0378782143009,75.0305909006446,"South Atlantic","South","MD","Female","Maryland",2005,"Maryland"
"8542",442,20,37,1,"Communicable",28.1426702665784,33.1192450433638,38.4353582007267,33.1222533584727,"South Atlantic","South","MD","Female","Maryland",2005,"Maryland"
"8543",443,20,37,1,"Injuries",-3.14508538162816,-1.32658592170561,0.39096044800127,-1.34626202198983,"South Atlantic","South","MD","Female","Maryland",2005,"Maryland"
"8544",444,20,37,1,"Non-communicable",4.74218053049204,10.842122048652,17.0208232648362,10.8834299257281,"South Atlantic","South","MD","Female","Maryland",2005,"Maryland"
"8545",445,20,38,0,"All other causes",29.177969209934,38.8070445066492,48.6967676819056,38.8406044585544,"South Atlantic","South","MD","Male","Maryland",2006,"Maryland"
"8546",446,20,38,0,"Cancers",49.0440113463189,60.1139489035302,70.898554396711,60.1194320147599,"South Atlantic","South","MD","Male","Maryland",2006,"Maryland"
"8547",447,20,38,0,"Cardiovascular",91.7706452026122,106.782278650317,121.469455535602,106.909507990944,"South Atlantic","South","MD","Male","Maryland",2006,"Maryland"
"8548",448,20,38,0,"Communicable",45.1475643773298,53.030301666961,61.556421098656,53.189056419639,"South Atlantic","South","MD","Male","Maryland",2006,"Maryland"
"8549",449,20,38,0,"Injuries",32.7612655228944,37.6134823526081,42.1965689692186,37.5976800403689,"South Atlantic","South","MD","Male","Maryland",2006,"Maryland"
"8550",450,20,38,0,"Non-communicable",22.7802792121121,30.7955631341671,40.0706017584499,30.8725077672538,"South Atlantic","South","MD","Male","Maryland",2006,"Maryland"
"8551",451,20,38,1,"All other causes",17.7182642054941,23.7903181166871,30.2478931186198,23.8691642001547,"South Atlantic","South","MD","Female","Maryland",2006,"Maryland"
"8552",452,20,38,1,"Cancers",12.0206304220496,17.9314313334255,23.6498997832465,17.9481874784896,"South Atlantic","South","MD","Female","Maryland",2006,"Maryland"
"8553",453,20,38,1,"Cardiovascular",66.3354293210438,77.8082208255081,88.5859818140261,77.5905044428402,"South Atlantic","South","MD","Female","Maryland",2006,"Maryland"
"8554",454,20,38,1,"Communicable",23.8536870240135,28.289544401787,32.6857773734763,28.2495546200791,"South Atlantic","South","MD","Female","Maryland",2006,"Maryland"
"8555",455,20,38,1,"Injuries",-3.98251661559843,-2.2277255090997,-0.527210743571957,-2.24390009810904,"South Atlantic","South","MD","Female","Maryland",2006,"Maryland"
"8556",456,20,38,1,"Non-communicable",6.32880147866504,12.6008277971185,18.3629679300321,12.5019605749277,"South Atlantic","South","MD","Female","Maryland",2006,"Maryland"
"8557",457,20,39,0,"All other causes",25.9975702071572,35.9402175988101,45.5826112424799,35.8147396315628,"South Atlantic","South","MD","Male","Maryland",2007,"Maryland"
"8558",458,20,39,0,"Cancers",46.5251815022801,57.3564101899126,68.4531977289069,57.5088674732788,"South Atlantic","South","MD","Male","Maryland",2007,"Maryland"
"8559",459,20,39,0,"Cardiovascular",82.7030815307883,97.7730252165645,112.888010145638,97.6453509282224,"South Atlantic","South","MD","Male","Maryland",2007,"Maryland"
"8560",460,20,39,0,"Communicable",39.1237734578845,46.5699836085756,53.8624570603252,46.4860944697162,"South Atlantic","South","MD","Male","Maryland",2007,"Maryland"
"8561",461,20,39,0,"Injuries",30.7055791304273,35.462950833967,40.3650570030345,35.4812715745161,"South Atlantic","South","MD","Male","Maryland",2007,"Maryland"
"8562",462,20,39,0,"Non-communicable",17.9079559813792,25.7610733374312,33.8871030058343,25.7872700540849,"South Atlantic","South","MD","Male","Maryland",2007,"Maryland"
"8563",463,20,39,1,"All other causes",14.8287992039346,21.0556166148433,27.7798712879066,21.1181487115168,"South Atlantic","South","MD","Female","Maryland",2007,"Maryland"
"8564",464,20,39,1,"Cancers",14.2402055769786,20.0065059070475,26.0715318090229,20.0579034778228,"South Atlantic","South","MD","Female","Maryland",2007,"Maryland"
"8565",465,20,39,1,"Cardiovascular",57.8314894787487,67.6213207583348,77.6029139573752,67.7694633294382,"South Atlantic","South","MD","Female","Maryland",2007,"Maryland"
"8566",466,20,39,1,"Communicable",21.1828343928694,25.5346635676546,30.2582026599848,25.6239114254188,"South Atlantic","South","MD","Female","Maryland",2007,"Maryland"
"8567",467,20,39,1,"Injuries",-4.5051146337402,-2.71900769580338,-1.07250985262398,-2.72397875041105,"South Atlantic","South","MD","Female","Maryland",2007,"Maryland"
"8568",468,20,39,1,"Non-communicable",3.58413371981843,9.37002886024887,15.0138889941755,9.35261464621569,"South Atlantic","South","MD","Female","Maryland",2007,"Maryland"
"8569",469,20,40,0,"All other causes",24.7564820694314,34.2452030031531,44.5901680685736,34.2798236110725,"South Atlantic","South","MD","Male","Maryland",2008,"Maryland"
"8570",470,20,40,0,"Cancers",43.4197695790293,53.1350311165509,63.5378893982105,53.2635965531759,"South Atlantic","South","MD","Male","Maryland",2008,"Maryland"
"8571",471,20,40,0,"Cardiovascular",81.810745046365,96.1434158474244,110.363532244187,96.1156343632653,"South Atlantic","South","MD","Male","Maryland",2008,"Maryland"
"8572",472,20,40,0,"Communicable",38.5601059158892,45.2943267396432,52.9811599611054,45.419233741119,"South Atlantic","South","MD","Male","Maryland",2008,"Maryland"
"8573",473,20,40,0,"Injuries",25.2385567212695,29.5239263124229,33.6436632313961,29.5113627135846,"South Atlantic","South","MD","Male","Maryland",2008,"Maryland"
"8574",474,20,40,0,"Non-communicable",14.8715781863632,21.7921617669939,29.9936999248042,21.9724321204869,"South Atlantic","South","MD","Male","Maryland",2008,"Maryland"
"8575",475,20,40,1,"All other causes",12.7350561222651,19.426716865974,25.7176649681593,19.4861005082325,"South Atlantic","South","MD","Female","Maryland",2008,"Maryland"
"8576",476,20,40,1,"Cancers",15.3976694793658,21.0433153811499,27.1425939396507,21.1045881296248,"South Atlantic","South","MD","Female","Maryland",2008,"Maryland"
"8577",477,20,40,1,"Cardiovascular",56.4850957881132,65.3198435597479,74.8476857565416,65.5898596665999,"South Atlantic","South","MD","Female","Maryland",2008,"Maryland"
"8578",478,20,40,1,"Communicable",19.0931300923176,22.8721616750529,26.8246182787416,22.8420054755594,"South Atlantic","South","MD","Female","Maryland",2008,"Maryland"
"8579",479,20,40,1,"Injuries",-4.79980795863438,-3.12959676366723,-1.33760406862854,-3.11653697274528,"South Atlantic","South","MD","Female","Maryland",2008,"Maryland"
"8580",480,20,40,1,"Non-communicable",3.07137111362587,8.31191058431038,14.2118348703487,8.36329038556961,"South Atlantic","South","MD","Female","Maryland",2008,"Maryland"
"8581",481,20,41,0,"All other causes",25.8426957571286,34.6625890844062,43.5471851799434,34.6314427513722,"South Atlantic","South","MD","Male","Maryland",2009,"Maryland"
"8582",482,20,41,0,"Cancers",37.7600497299047,48.6681581074412,59.0185113952764,48.5609447291535,"South Atlantic","South","MD","Male","Maryland",2009,"Maryland"
"8583",483,20,41,0,"Cardiovascular",76.1729034004652,89.4265835419411,102.152742787424,89.347070694862,"South Atlantic","South","MD","Male","Maryland",2009,"Maryland"
"8584",484,20,41,0,"Communicable",34.695231884426,41.052631697784,48.0242139595025,41.1266526261663,"South Atlantic","South","MD","Male","Maryland",2009,"Maryland"
"8585",485,20,41,0,"Injuries",21.0362129007649,25.0855292331737,29.5636939710805,25.1063902139237,"South Atlantic","South","MD","Male","Maryland",2009,"Maryland"
"8586",486,20,41,0,"Non-communicable",9.90336768896491,16.4984777532201,24.2027295159597,16.641249901444,"South Atlantic","South","MD","Male","Maryland",2009,"Maryland"
"8587",487,20,41,1,"All other causes",12.3625974001362,18.657847139166,25.1109438059187,18.6459942573661,"South Atlantic","South","MD","Female","Maryland",2009,"Maryland"
"8588",488,20,41,1,"Cancers",11.2624780033773,16.6470588303935,22.324302039982,16.7025716578869,"South Atlantic","South","MD","Female","Maryland",2009,"Maryland"
"8589",489,20,41,1,"Cardiovascular",54.2274805963771,63.2524341092833,72.7111230590765,63.1257533140957,"South Atlantic","South","MD","Female","Maryland",2009,"Maryland"
"8590",490,20,41,1,"Communicable",14.9219369222164,18.8162846992772,22.727533871416,18.8034252289157,"South Atlantic","South","MD","Female","Maryland",2009,"Maryland"
"8591",491,20,41,1,"Injuries",-5.13497990595819,-3.47751434899296,-1.60336810888331,-3.45304606526929,"South Atlantic","South","MD","Female","Maryland",2009,"Maryland"
"8592",492,20,41,1,"Non-communicable",3.35596132303475,9.00014494412152,14.6093063940211,9.05934380905752,"South Atlantic","South","MD","Female","Maryland",2009,"Maryland"
"8593",493,20,42,0,"All other causes",19.4311002545804,28.9964805591061,38.1210974155708,29.0455937196006,"South Atlantic","South","MD","Male","Maryland",2010,"Maryland"
"8594",494,20,42,0,"Cancers",38.5086043621059,48.1212399399615,57.3895101087423,48.0834230441438,"South Atlantic","South","MD","Male","Maryland",2010,"Maryland"
"8595",495,20,42,0,"Cardiovascular",72.6294843501161,85.1584556764529,97.9500737181403,85.1738728671351,"South Atlantic","South","MD","Male","Maryland",2010,"Maryland"
"8596",496,20,42,0,"Communicable",32.2086656015947,38.5308733058474,45.3964415697171,38.6000439758726,"South Atlantic","South","MD","Male","Maryland",2010,"Maryland"
"8597",497,20,42,0,"Injuries",17.0563693110694,21.2137505357982,25.1921243957912,21.2400506017272,"South Atlantic","South","MD","Male","Maryland",2010,"Maryland"
"8598",498,20,42,0,"Non-communicable",8.58370746142276,15.9328614382831,23.6846749335109,15.9298737102036,"South Atlantic","South","MD","Male","Maryland",2010,"Maryland"
"8599",499,20,42,1,"All other causes",12.2416502411001,18.5008947833063,25.398580289525,18.5253162032165,"South Atlantic","South","MD","Female","Maryland",2010,"Maryland"
"8600",500,20,42,1,"Cancers",13.1481879756342,18.9358056958536,24.6881776276623,18.8625755913021,"South Atlantic","South","MD","Female","Maryland",2010,"Maryland"
"8601",501,20,42,1,"Cardiovascular",46.6865589395236,55.3312945106288,64.7284065398651,55.2620758723965,"South Atlantic","South","MD","Female","Maryland",2010,"Maryland"
"8602",502,20,42,1,"Communicable",14.1587995756146,17.7780593374934,21.2819650174991,17.7762622824434,"South Atlantic","South","MD","Female","Maryland",2010,"Maryland"
"8603",503,20,42,1,"Injuries",-6.00185150318424,-4.17862889429013,-2.34597867384519,-4.14839291077638,"South Atlantic","South","MD","Female","Maryland",2010,"Maryland"
"8604",504,20,42,1,"Non-communicable",1.86628265486986,7.16819788613789,12.6737896774387,7.14254305331362,"South Atlantic","South","MD","Female","Maryland",2010,"Maryland"
"8605",505,20,43,0,"All other causes",14.4246566816432,23.5736098459211,32.2776651236249,23.5625837956164,"South Atlantic","South","MD","Male","Maryland",2011,"Maryland"
"8606",506,20,43,0,"Cancers",33.9386131242264,43.7762936112821,53.3725047773385,43.7182213679093,"South Atlantic","South","MD","Male","Maryland",2011,"Maryland"
"8607",507,20,43,0,"Cardiovascular",60.8713724429292,73.7223367259711,85.9591504859321,73.7389596207112,"South Atlantic","South","MD","Male","Maryland",2011,"Maryland"
"8608",508,20,43,0,"Communicable",23.9004071604817,29.8305678792199,35.9499943871457,29.9000320502398,"South Atlantic","South","MD","Male","Maryland",2011,"Maryland"
"8609",509,20,43,0,"Injuries",14.5417019833289,18.9411659332896,23.1834876679778,18.953281691366,"South Atlantic","South","MD","Male","Maryland",2011,"Maryland"
"8610",510,20,43,0,"Non-communicable",10.034582795661,16.5972155354973,23.7416786185436,16.6574214121712,"South Atlantic","South","MD","Male","Maryland",2011,"Maryland"
"8611",511,20,43,1,"All other causes",5.42497959125291,11.577911144781,17.7468379570978,11.5220313884473,"South Atlantic","South","MD","Female","Maryland",2011,"Maryland"
"8612",512,20,43,1,"Cancers",13.9274935315643,19.2523926293944,24.7834600740148,19.354715049668,"South Atlantic","South","MD","Female","Maryland",2011,"Maryland"
"8613",513,20,43,1,"Cardiovascular",42.7067096885305,51.4997222142078,59.4965302872443,51.4696429798342,"South Atlantic","South","MD","Female","Maryland",2011,"Maryland"
"8614",514,20,43,1,"Communicable",13.1825385163754,16.7064381123383,20.6213887787202,16.7079769208146,"South Atlantic","South","MD","Female","Maryland",2011,"Maryland"
"8615",515,20,43,1,"Injuries",-6.67831733199901,-5.02752630929157,-3.11540742737226,-4.99138193753394,"South Atlantic","South","MD","Female","Maryland",2011,"Maryland"
"8616",516,20,43,1,"Non-communicable",-2.87514533057688,2.35451422675809,7.5392980293903,2.42456493756956,"South Atlantic","South","MD","Female","Maryland",2011,"Maryland"
"8617",517,20,44,0,"All other causes",11.5721468453828,21.2127287660621,31.0138036131784,21.2013779150627,"South Atlantic","South","MD","Male","Maryland",2012,"Maryland"
"8618",518,20,44,0,"Cancers",32.5876630026458,42.0911887598465,51.5429663613398,41.9662688765316,"South Atlantic","South","MD","Male","Maryland",2012,"Maryland"
"8619",519,20,44,0,"Cardiovascular",62.0847810517523,74.1413969910785,86.3868327204507,74.2959350281413,"South Atlantic","South","MD","Male","Maryland",2012,"Maryland"
"8620",520,20,44,0,"Communicable",21.0178178264021,26.9454775643788,32.944913435073,26.8049374452113,"South Atlantic","South","MD","Male","Maryland",2012,"Maryland"
"8621",521,20,44,0,"Injuries",12.9569276943009,17.5197940965006,21.8636028368842,17.5031278226759,"South Atlantic","South","MD","Male","Maryland",2012,"Maryland"
"8622",522,20,44,0,"Non-communicable",10.7444354017688,17.1863371757518,24.7743065442721,17.337852621785,"South Atlantic","South","MD","Male","Maryland",2012,"Maryland"
"8623",523,20,44,1,"All other causes",7.69135765075037,14.3910642796838,20.9862334416492,14.2730168910117,"South Atlantic","South","MD","Female","Maryland",2012,"Maryland"
"8624",524,20,44,1,"Cancers",10.7378226812004,17.1808695619212,22.9863227043432,17.0866847196322,"South Atlantic","South","MD","Female","Maryland",2012,"Maryland"
"8625",525,20,44,1,"Cardiovascular",38.2455840258349,46.4942007798674,54.6632376148149,46.4291403545835,"South Atlantic","South","MD","Female","Maryland",2012,"Maryland"
"8626",526,20,44,1,"Communicable",11.4854748914134,14.9881591750032,18.692208378522,15.0211637846489,"South Atlantic","South","MD","Female","Maryland",2012,"Maryland"
"8627",527,20,44,1,"Injuries",-7.2396737867222,-5.45403533935809,-3.42954702243997,-5.44373174022219,"South Atlantic","South","MD","Female","Maryland",2012,"Maryland"
"8628",528,20,44,1,"Non-communicable",-3.98424721555716,1.03870852213672,6.06455680726905,1.03799872862965,"South Atlantic","South","MD","Female","Maryland",2012,"Maryland"
"8629",529,20,45,0,"All other causes",8.35489962412287,19.3915442553474,30.8205833242077,19.3531997405193,"South Atlantic","South","MD","Male","Maryland",2013,"Maryland"
"8630",530,20,45,0,"Cancers",30.4109894804665,40.7890686683846,51.459625915317,40.7858385750812,"South Atlantic","South","MD","Male","Maryland",2013,"Maryland"
"8631",531,20,45,0,"Cardiovascular",56.2113362826403,69.7126972654877,83.3635891976327,69.6439513872929,"South Atlantic","South","MD","Male","Maryland",2013,"Maryland"
"8632",532,20,45,0,"Communicable",19.0448967727347,25.7602180887544,32.4524568999041,25.6679698604852,"South Atlantic","South","MD","Male","Maryland",2013,"Maryland"
"8633",533,20,45,0,"Injuries",12.1259605365793,16.7172108795952,21.7085147985828,16.7677596964654,"South Atlantic","South","MD","Male","Maryland",2013,"Maryland"
"8634",534,20,45,0,"Non-communicable",8.70292883814749,17.2474807038138,25.8306464692136,17.1854451893672,"South Atlantic","South","MD","Male","Maryland",2013,"Maryland"
"8635",535,20,45,1,"All other causes",3.19029885691622,10.9442650377989,18.7007237540649,11.0381600261192,"South Atlantic","South","MD","Female","Maryland",2013,"Maryland"
"8636",536,20,45,1,"Cancers",10.1434153179076,16.918175135159,24.2776873707976,16.9357113239204,"South Atlantic","South","MD","Female","Maryland",2013,"Maryland"
"8637",537,20,45,1,"Cardiovascular",39.0899396776276,48.4712745794517,58.5317632283197,48.5409333788115,"South Atlantic","South","MD","Female","Maryland",2013,"Maryland"
"8638",538,20,45,1,"Communicable",11.3389484938733,15.5403685339808,19.5613203883926,15.4668715905386,"South Atlantic","South","MD","Female","Maryland",2013,"Maryland"
"8639",539,20,45,1,"Injuries",-7.02704232493732,-4.99489000671391,-2.68175194155333,-4.96488564227598,"South Atlantic","South","MD","Female","Maryland",2013,"Maryland"
"8640",540,20,45,1,"Non-communicable",-5.60466062210237,-0.00602672135051563,5.14006487522614,-0.0807610308986313,"South Atlantic","South","MD","Female","Maryland",2013,"Maryland"
