"","X","state.n","year.n","race.n","sex.n","COD","race","sex","state","year","Census_Division","Census_Region","stabbrs","rate.per.100k_lcl","rate.per.100k_med","rate.per.100k_ucl","rate.per.100k_mean","state.reorder"
"14513",473,23,20,1,0,"Injuries","Black","Male","Minnesota",1988,"West North Central","Midwest","MN",103.998744954231,119.14254854483,136.436870684962,119.14254854483,"Minnesota"
"14514",474,23,20,1,0,"Non-communicable","Black","Male","Minnesota",1988,"West North Central","Midwest","MN",99.7426918557349,114.704906485368,137.047008029605,114.704906485368,"Minnesota"
"14515",475,23,20,1,1,"All other causes","Black","Female","Minnesota",1988,"West North Central","Midwest","MN",121.286245604223,144.029966706033,167.604548912983,144.029966706033,"Minnesota"
"14516",476,23,20,1,1,"Cancers","Black","Female","Minnesota",1988,"West North Central","Midwest","MN",159.581400517013,192.980165137291,228.003979196883,192.980165137291,"Minnesota"
"14517",477,23,20,1,1,"Cardiovascular","Black","Female","Minnesota",1988,"West North Central","Midwest","MN",288.242918447238,330.280195330658,377.202433719751,330.280195330658,"Minnesota"
"14518",478,23,20,1,1,"Communicable","Black","Female","Minnesota",1988,"West North Central","Midwest","MN",41.5117801348078,53.8496850808049,73.1714559789589,53.8496850808049,"Minnesota"
"14519",479,23,20,1,1,"Injuries","Black","Female","Minnesota",1988,"West North Central","Midwest","MN",36.789068134132,42.3347578276885,47.8513680259746,42.3347578276885,"Minnesota"
"14520",480,23,20,1,1,"Non-communicable","Black","Female","Minnesota",1988,"West North Central","Midwest","MN",69.826698803537,83.7988936339032,100.18032793247,83.7988936339032,"Minnesota"
"14521",481,23,21,0,0,"All other causes","White","Male","Minnesota",1989,"West North Central","Midwest","MN",121.266956549548,124.997490943329,128.767548217612,124.997490943329,"Minnesota"
"14522",482,23,21,0,0,"Cancers","White","Male","Minnesota",1989,"West North Central","Midwest","MN",246.304170429854,251.105523848583,256.599211716062,251.105523848583,"Minnesota"
"14523",483,23,21,0,0,"Cardiovascular","White","Male","Minnesota",1989,"West North Central","Midwest","MN",460.249047904098,468.866541691669,478.005870222844,468.866541691669,"Minnesota"
"14524",484,23,21,0,0,"Communicable","White","Male","Minnesota",1989,"West North Central","Midwest","MN",52.6829291357608,55.8845391774807,59.397179314588,55.8845391774807,"Minnesota"
"14525",485,23,21,0,0,"Injuries","White","Male","Minnesota",1989,"West North Central","Midwest","MN",68.4794994696677,70.4431550999783,72.5037739363798,70.4431550999783,"Minnesota"
"14526",486,23,21,0,0,"Non-communicable","White","Male","Minnesota",1989,"West North Central","Midwest","MN",96.0288504779093,99.1094328272337,102.238908929603,99.1094328272337,"Minnesota"
"14527",487,23,21,0,1,"All other causes","White","Female","Minnesota",1989,"West North Central","Midwest","MN",90.6934097095559,93.1964374075286,95.744789652932,93.1964374075286,"Minnesota"
"14528",488,23,21,0,1,"Cancers","White","Female","Minnesota",1989,"West North Central","Midwest","MN",159.112852882065,162.491004951848,165.541306742594,162.491004951848,"Minnesota"
"14529",489,23,21,0,1,"Cardiovascular","White","Female","Minnesota",1989,"West North Central","Midwest","MN",271.582698620732,277.295982422671,282.649021495101,277.295982422671,"Minnesota"
"14530",490,23,21,0,1,"Communicable","White","Female","Minnesota",1989,"West North Central","Midwest","MN",32.0182680738238,33.6227039274201,35.3807913151303,33.6227039274201,"Minnesota"
"14531",491,23,21,0,1,"Injuries","White","Female","Minnesota",1989,"West North Central","Midwest","MN",27.3039514196799,28.357145591983,29.429163415389,28.357145591983,"Minnesota"
"14532",492,23,21,0,1,"Non-communicable","White","Female","Minnesota",1989,"West North Central","Midwest","MN",53.9101783018837,55.8904706365405,58.0447082260635,55.8904706365405,"Minnesota"
"14533",493,23,21,1,0,"All other causes","Black","Male","Minnesota",1989,"West North Central","Midwest","MN",183.579166101626,220.86862319324,260.574423747181,220.86862319324,"Minnesota"
"14534",494,23,21,1,0,"Cancers","Black","Male","Minnesota",1989,"West North Central","Midwest","MN",312.57968708439,360.690279527953,414.871556745399,360.690279527953,"Minnesota"
"14535",495,23,21,1,0,"Cardiovascular","Black","Male","Minnesota",1989,"West North Central","Midwest","MN",366.579646654681,419.499964934192,478.695089959104,419.499964934192,"Minnesota"
"14536",496,23,21,1,0,"Communicable","Black","Male","Minnesota",1989,"West North Central","Midwest","MN",72.9566362289862,94.8048164515021,126.014378932694,94.8048164515021,"Minnesota"
"14537",497,23,21,1,0,"Injuries","Black","Male","Minnesota",1989,"West North Central","Midwest","MN",104.328084084148,118.993242519309,135.089544524289,118.993242519309,"Minnesota"
"14538",498,23,21,1,0,"Non-communicable","Black","Male","Minnesota",1989,"West North Central","Midwest","MN",100.56054562726,115.486005731785,139.108523028675,115.486005731785,"Minnesota"
"14539",499,23,21,1,1,"All other causes","Black","Female","Minnesota",1989,"West North Central","Midwest","MN",124.032138797111,146.169937766602,171.351466804598,146.169937766602,"Minnesota"
"14540",500,23,21,1,1,"Cancers","Black","Female","Minnesota",1989,"West North Central","Midwest","MN",159.121284146795,193.587523993034,226.924388263167,193.587523993034,"Minnesota"
"14541",501,23,21,1,1,"Cardiovascular","Black","Female","Minnesota",1989,"West North Central","Midwest","MN",274.194956541753,311.048789913973,355.701186696767,311.048789913973,"Minnesota"
"14542",502,23,21,1,1,"Communicable","Black","Female","Minnesota",1989,"West North Central","Midwest","MN",41.4258270795477,53.5370501643399,70.9151630016629,53.5370501643399,"Minnesota"
"14543",503,23,21,1,1,"Injuries","Black","Female","Minnesota",1989,"West North Central","Midwest","MN",36.4082264703797,41.8538908824434,47.5070516515796,41.8538908824434,"Minnesota"
"14544",504,23,21,1,1,"Non-communicable","Black","Female","Minnesota",1989,"West North Central","Midwest","MN",71.6491899035861,84.9714930020217,102.357447808461,84.9714930020217,"Minnesota"
"14545",505,23,22,0,0,"All other causes","White","Male","Minnesota",1990,"West North Central","Midwest","MN",119.636477778422,123.187679819234,126.780553599832,123.187679819234,"Minnesota"
"14546",506,23,22,0,0,"Cancers","White","Male","Minnesota",1990,"West North Central","Midwest","MN",244.401663236152,249.576336155498,254.433471399852,249.576336155498,"Minnesota"
"14547",507,23,22,0,0,"Cardiovascular","White","Male","Minnesota",1990,"West North Central","Midwest","MN",447.680657726179,456.039263244291,465.387350039717,456.039263244291,"Minnesota"
"14548",508,23,22,0,0,"Communicable","White","Male","Minnesota",1990,"West North Central","Midwest","MN",55.2264351149089,58.3496064730894,62.0149063811583,58.3496064730894,"Minnesota"
"14549",509,23,22,0,0,"Injuries","White","Male","Minnesota",1990,"West North Central","Midwest","MN",67.7318254935855,69.7948465279401,72.1088079662704,69.7948465279401,"Minnesota"
"14550",510,23,22,0,0,"Non-communicable","White","Male","Minnesota",1990,"West North Central","Midwest","MN",97.941071181983,101.330544367601,104.656874846969,101.330544367601,"Minnesota"
"14551",511,23,22,0,1,"All other causes","White","Female","Minnesota",1990,"West North Central","Midwest","MN",92.4833491993222,95.0535615373868,97.6077087845766,95.0535615373868,"Minnesota"
"14552",512,23,22,0,1,"Cancers","White","Female","Minnesota",1990,"West North Central","Midwest","MN",159.26724179043,162.36021102578,165.349585187081,162.36021102578,"Minnesota"
"14553",513,23,22,0,1,"Cardiovascular","White","Female","Minnesota",1990,"West North Central","Midwest","MN",263.93245273925,268.682725862903,274.014775482209,268.682725862903,"Minnesota"
"14554",514,23,22,0,1,"Communicable","White","Female","Minnesota",1990,"West North Central","Midwest","MN",32.6821805076616,34.2602272968964,36.062821275924,34.2602272968964,"Minnesota"
"14555",515,23,22,0,1,"Injuries","White","Female","Minnesota",1990,"West North Central","Midwest","MN",26.8216938846381,27.8793559110508,28.9846712318128,27.8793559110508,"Minnesota"
"14556",516,23,22,0,1,"Non-communicable","White","Female","Minnesota",1990,"West North Central","Midwest","MN",56.2612755578492,58.4439183619167,60.4994156419189,58.4439183619167,"Minnesota"
"14557",517,23,22,1,0,"All other causes","Black","Male","Minnesota",1990,"West North Central","Midwest","MN",184.123148782595,218.826263703568,261.26445168123,218.826263703568,"Minnesota"
"14558",518,23,22,1,0,"Cancers","Black","Male","Minnesota",1990,"West North Central","Midwest","MN",321.04259053716,366.878410776213,424.377657958975,366.878410776213,"Minnesota"
"14559",519,23,22,1,0,"Cardiovascular","Black","Male","Minnesota",1990,"West North Central","Midwest","MN",365.3241872902,414.327593239792,473.471639158307,414.327593239792,"Minnesota"
"14560",520,23,22,1,0,"Communicable","Black","Male","Minnesota",1990,"West North Central","Midwest","MN",74.365463917342,97.8880669475994,131.363330354359,97.8880669475994,"Minnesota"
"14561",521,23,22,1,0,"Injuries","Black","Male","Minnesota",1990,"West North Central","Midwest","MN",105.124357214221,119.072804354893,135.59687789366,119.072804354893,"Minnesota"
"14562",522,23,22,1,0,"Non-communicable","Black","Male","Minnesota",1990,"West North Central","Midwest","MN",101.866735280741,116.455106575655,140.777983263847,116.455106575655,"Minnesota"
"14563",523,23,22,1,1,"All other causes","Black","Female","Minnesota",1990,"West North Central","Midwest","MN",125.235780870927,147.664079116276,173.250978178949,147.664079116276,"Minnesota"
"14564",524,23,22,1,1,"Cancers","Black","Female","Minnesota",1990,"West North Central","Midwest","MN",160.525029092819,194.151539522177,230.141261698631,194.151539522177,"Minnesota"
"14565",525,23,22,1,1,"Cardiovascular","Black","Female","Minnesota",1990,"West North Central","Midwest","MN",258.214498755601,299.381928857449,341.163435677608,299.381928857449,"Minnesota"
"14566",526,23,22,1,1,"Communicable","Black","Female","Minnesota",1990,"West North Central","Midwest","MN",42.0218172045646,53.811802409003,71.3474521757413,53.811802409003,"Minnesota"
"14567",527,23,22,1,1,"Injuries","Black","Female","Minnesota",1990,"West North Central","Midwest","MN",35.9896453084933,41.2296205978596,46.7640815650249,41.2296205978596,"Minnesota"
"14568",528,23,22,1,1,"Non-communicable","Black","Female","Minnesota",1990,"West North Central","Midwest","MN",73.4956574882422,86.2728005680679,103.736462206414,86.2728005680679,"Minnesota"
"14569",529,23,23,0,0,"All other causes","White","Male","Minnesota",1991,"West North Central","Midwest","MN",122.607898580471,126.102696438009,130.10064285258,126.102696438009,"Minnesota"
"14570",530,23,23,0,0,"Cancers","White","Male","Minnesota",1991,"West North Central","Midwest","MN",245.000962194075,250.064519469615,255.277320343763,250.064519469615,"Minnesota"
"14571",531,23,23,0,0,"Cardiovascular","White","Male","Minnesota",1991,"West North Central","Midwest","MN",436.332150287501,444.490859070844,453.735680756355,444.490859070844,"Minnesota"
"14572",532,23,23,0,0,"Communicable","White","Male","Minnesota",1991,"West North Central","Midwest","MN",57.9233332045456,61.2167854636351,64.9071988013746,61.2167854636351,"Minnesota"
"14573",533,23,23,0,0,"Injuries","White","Male","Minnesota",1991,"West North Central","Midwest","MN",66.806975033794,68.9988974360277,71.2262398256364,68.9988974360277,"Minnesota"
"14574",534,23,23,0,0,"Non-communicable","White","Male","Minnesota",1991,"West North Central","Midwest","MN",100.771794637333,104.055682144653,107.3794049675,104.055682144653,"Minnesota"
"14575",535,23,23,0,1,"All other causes","White","Female","Minnesota",1991,"West North Central","Midwest","MN",92.1046653306022,94.6696072310658,97.5050891015694,94.6696072310658,"Minnesota"
"14576",536,23,23,0,1,"Cancers","White","Female","Minnesota",1991,"West North Central","Midwest","MN",160.16628946026,163.226968264838,166.261803462345,163.226968264838,"Minnesota"
"14577",537,23,23,0,1,"Cardiovascular","White","Female","Minnesota",1991,"West North Central","Midwest","MN",254.677166477252,260.250275429325,265.296002062163,260.250275429325,"Minnesota"
"14578",538,23,23,0,1,"Communicable","White","Female","Minnesota",1991,"West North Central","Midwest","MN",33.1884067334043,34.7267226136914,36.3193733683365,34.7267226136914,"Minnesota"
"14579",539,23,23,0,1,"Injuries","White","Female","Minnesota",1991,"West North Central","Midwest","MN",26.6219939755285,27.6889876900487,28.714991405003,27.6889876900487,"Minnesota"
"14580",540,23,23,0,1,"Non-communicable","White","Female","Minnesota",1991,"West North Central","Midwest","MN",57.3636014293288,59.2941746496128,61.2856561793372,59.2941746496128,"Minnesota"
"14581",541,23,23,1,0,"All other causes","Black","Male","Minnesota",1991,"West North Central","Midwest","MN",181.494602844989,214.89802110211,256.756775857596,214.89802110211,"Minnesota"
"14582",542,23,23,1,0,"Cancers","Black","Male","Minnesota",1991,"West North Central","Midwest","MN",319.370619900728,367.341001951405,422.148130588104,367.341001951405,"Minnesota"
"14583",543,23,23,1,0,"Cardiovascular","Black","Male","Minnesota",1991,"West North Central","Midwest","MN",361.34726724872,414.793806696667,477.08042783788,414.793806696667,"Minnesota"
"14584",544,23,23,1,0,"Communicable","Black","Male","Minnesota",1991,"West North Central","Midwest","MN",74.1366097729922,98.2271416668343,130.379805121255,98.2271416668343,"Minnesota"
"14585",545,23,23,1,0,"Injuries","Black","Male","Minnesota",1991,"West North Central","Midwest","MN",105.531393861534,118.576889443186,134.465920980493,118.576889443186,"Minnesota"
"14586",546,23,23,1,0,"Non-communicable","Black","Male","Minnesota",1991,"West North Central","Midwest","MN",102.283111366288,117.531228331479,143.724056420965,117.531228331479,"Minnesota"
"14587",547,23,23,1,1,"All other causes","Black","Female","Minnesota",1991,"West North Central","Midwest","MN",126.504707518718,147.966988962701,173.791712424374,147.966988962701,"Minnesota"
"14588",548,23,23,1,1,"Cancers","Black","Female","Minnesota",1991,"West North Central","Midwest","MN",160.916874799871,193.037037255472,227.731480252146,193.037037255472,"Minnesota"
"14589",549,23,23,1,1,"Cardiovascular","Black","Female","Minnesota",1991,"West North Central","Midwest","MN",258.050789309649,297.193595584313,336.168715660411,297.193595584313,"Minnesota"
"14590",550,23,23,1,1,"Communicable","Black","Female","Minnesota",1991,"West North Central","Midwest","MN",42.0551075673677,53.8714044169366,71.5287221787782,53.8714044169366,"Minnesota"
"14591",551,23,23,1,1,"Injuries","Black","Female","Minnesota",1991,"West North Central","Midwest","MN",35.6282083177042,40.8408163901399,46.0976651223068,40.8408163901399,"Minnesota"
"14592",552,23,23,1,1,"Non-communicable","Black","Female","Minnesota",1991,"West North Central","Midwest","MN",74.8944492743181,87.8027418249309,106.753641831439,87.8027418249309,"Minnesota"
"14593",553,23,24,0,0,"All other causes","White","Male","Minnesota",1992,"West North Central","Midwest","MN",123.778467871212,127.426582653629,130.922180415965,127.426582653629,"Minnesota"
"14594",554,23,24,0,0,"Cancers","White","Male","Minnesota",1992,"West North Central","Midwest","MN",243.947555940985,248.63648426493,253.844596459446,248.63648426493,"Minnesota"
"14595",555,23,24,0,0,"Cardiovascular","White","Male","Minnesota",1992,"West North Central","Midwest","MN",415.050524712409,424.004001619036,432.370230348317,424.004001619036,"Minnesota"
"14596",556,23,24,0,0,"Communicable","White","Male","Minnesota",1992,"West North Central","Midwest","MN",53.8550815054568,56.9587081211671,60.1597382661702,56.9587081211671,"Minnesota"
"14597",557,23,24,0,0,"Injuries","White","Male","Minnesota",1992,"West North Central","Midwest","MN",66.0262176416388,68.1476640463842,70.1713706809897,68.1476640463842,"Minnesota"
"14598",558,23,24,0,0,"Non-communicable","White","Male","Minnesota",1992,"West North Central","Midwest","MN",101.228786549279,104.397227370016,107.743328840423,104.397227370016,"Minnesota"
"14599",559,23,24,0,1,"All other causes","White","Female","Minnesota",1992,"West North Central","Midwest","MN",94.6753905720864,97.4180069149555,99.9274640050465,97.4180069149555,"Minnesota"
"14600",560,23,24,0,1,"Cancers","White","Female","Minnesota",1992,"West North Central","Midwest","MN",160.879417225787,163.996030134693,167.208226937387,163.996030134693,"Minnesota"
"14601",561,23,24,0,1,"Cardiovascular","White","Female","Minnesota",1992,"West North Central","Midwest","MN",248.743189166558,253.490788495339,258.481892141725,253.490788495339,"Minnesota"
"14602",562,23,24,0,1,"Communicable","White","Female","Minnesota",1992,"West North Central","Midwest","MN",32.1943025609456,33.7674042858069,35.4042063324339,33.7674042858069,"Minnesota"
"14603",563,23,24,0,1,"Injuries","White","Female","Minnesota",1992,"West North Central","Midwest","MN",26.8634219663182,27.8576615184487,28.8721471034405,27.8576615184487,"Minnesota"
"14604",564,23,24,0,1,"Non-communicable","White","Female","Minnesota",1992,"West North Central","Midwest","MN",57.7040073954575,59.921021476261,62.1301783200209,59.921021476261,"Minnesota"
"14605",565,23,24,1,0,"All other causes","Black","Male","Minnesota",1992,"West North Central","Midwest","MN",177.791010977811,210.270006737784,252.185931118746,210.270006737784,"Minnesota"
"14606",566,23,24,1,0,"Cancers","Black","Male","Minnesota",1992,"West North Central","Midwest","MN",321.082253729121,369.840288628111,424.929024501224,369.840288628111,"Minnesota"
"14607",567,23,24,1,0,"Cardiovascular","Black","Male","Minnesota",1992,"West North Central","Midwest","MN",366.752921554077,418.723970105604,483.019198344289,418.723970105604,"Minnesota"
"14608",568,23,24,1,0,"Communicable","Black","Male","Minnesota",1992,"West North Central","Midwest","MN",74.2015599587311,98.1917972653983,130.172688940247,98.1917972653983,"Minnesota"
"14609",569,23,24,1,0,"Injuries","Black","Male","Minnesota",1992,"West North Central","Midwest","MN",104.97974434024,117.465785843108,134.211057346318,117.465785843108,"Minnesota"
"14610",570,23,24,1,0,"Non-communicable","Black","Male","Minnesota",1992,"West North Central","Midwest","MN",103.175464445885,118.985812167987,145.698559177508,118.985812167987,"Minnesota"
"14611",571,23,24,1,1,"All other causes","Black","Female","Minnesota",1992,"West North Central","Midwest","MN",126.675541348853,147.846793437143,173.684813486448,147.846793437143,"Minnesota"
"14612",572,23,24,1,1,"Cancers","Black","Female","Minnesota",1992,"West North Central","Midwest","MN",159.889637720831,191.892722785284,223.883599675608,191.892722785284,"Minnesota"
"14613",573,23,24,1,1,"Cardiovascular","Black","Female","Minnesota",1992,"West North Central","Midwest","MN",253.689804826459,292.004328034099,332.759828290899,292.004328034099,"Minnesota"
"14614",574,23,24,1,1,"Communicable","Black","Female","Minnesota",1992,"West North Central","Midwest","MN",42.2470659452318,53.7543526518936,70.7881439235358,53.7543526518936,"Minnesota"
"14615",575,23,24,1,1,"Injuries","Black","Female","Minnesota",1992,"West North Central","Midwest","MN",35.0874142748786,40.4082493986459,45.8913833170051,40.4082493986459,"Minnesota"
"14616",576,23,24,1,1,"Non-communicable","Black","Female","Minnesota",1992,"West North Central","Midwest","MN",75.6597735286033,89.6554821502879,108.984213649371,89.6554821502879,"Minnesota"
"14617",577,23,25,0,0,"All other causes","White","Male","Minnesota",1993,"West North Central","Midwest","MN",129.911704148494,133.600250766445,137.7253838688,133.600250766445,"Minnesota"
"14618",578,23,25,0,0,"Cancers","White","Male","Minnesota",1993,"West North Central","Midwest","MN",240.938106018416,245.594008110153,250.763624000183,245.594008110153,"Minnesota"
"14619",579,23,25,0,0,"Cardiovascular","White","Male","Minnesota",1993,"West North Central","Midwest","MN",416.589215501956,425.246006987567,433.730364794998,425.246006987567,"Minnesota"
"14620",580,23,25,0,0,"Communicable","White","Male","Minnesota",1993,"West North Central","Midwest","MN",59.1231652560838,62.1640261244152,65.6433014415318,62.1640261244152,"Minnesota"
"14621",581,23,25,0,0,"Injuries","White","Male","Minnesota",1993,"West North Central","Midwest","MN",65.7235085812226,67.7457882071981,69.8000036085995,67.7457882071981,"Minnesota"
"14622",582,23,25,0,0,"Non-communicable","White","Male","Minnesota",1993,"West North Central","Midwest","MN",102.121774207154,105.365542566836,108.96800589471,105.365542566836,"Minnesota"
"14623",583,23,25,0,1,"All other causes","White","Female","Minnesota",1993,"West North Central","Midwest","MN",101.041367313304,103.59578629891,106.223108717266,103.59578629891,"Minnesota"
"14624",584,23,25,0,1,"Cancers","White","Female","Minnesota",1993,"West North Central","Midwest","MN",160.34329424841,163.220893748159,166.401422641462,163.220893748159,"Minnesota"
"14625",585,23,25,0,1,"Cardiovascular","White","Female","Minnesota",1993,"West North Central","Midwest","MN",246.241902725206,251.462861889103,256.424296888764,251.462861889103,"Minnesota"
"14626",586,23,25,0,1,"Communicable","White","Female","Minnesota",1993,"West North Central","Midwest","MN",32.4257917723051,33.9531788880652,35.6377617236565,33.9531788880652,"Minnesota"
"14627",587,23,25,0,1,"Injuries","White","Female","Minnesota",1993,"West North Central","Midwest","MN",27.0112442162544,28.0061874162494,29.0961879264275,28.0061874162494,"Minnesota"
"14628",588,23,25,0,1,"Non-communicable","White","Female","Minnesota",1993,"West North Central","Midwest","MN",61.1721813684076,63.1528503815621,65.2828089100483,63.1528503815621,"Minnesota"
"14629",589,23,25,1,0,"All other causes","Black","Male","Minnesota",1993,"West North Central","Midwest","MN",175.117876330505,206.934786248699,245.978480729579,206.934786248699,"Minnesota"
"14630",590,23,25,1,0,"Cancers","Black","Male","Minnesota",1993,"West North Central","Midwest","MN",324.460710029718,371.000741967356,429.293149962776,371.000741967356,"Minnesota"
"14631",591,23,25,1,0,"Cardiovascular","Black","Male","Minnesota",1993,"West North Central","Midwest","MN",372.601108323027,426.948849954922,496.437305270756,426.948849954922,"Minnesota"
"14632",592,23,25,1,0,"Communicable","Black","Male","Minnesota",1993,"West North Central","Midwest","MN",74.9075024453556,97.0188049055559,124.729573874166,97.0188049055559,"Minnesota"
"14633",593,23,25,1,0,"Injuries","Black","Male","Minnesota",1993,"West North Central","Midwest","MN",105.163463976547,117.166670328503,133.566889061324,117.166670328503,"Minnesota"
"14634",594,23,25,1,0,"Non-communicable","Black","Male","Minnesota",1993,"West North Central","Midwest","MN",104.278009113971,119.83513864965,149.832514790388,119.83513864965,"Minnesota"
"14635",595,23,25,1,1,"All other causes","Black","Female","Minnesota",1993,"West North Central","Midwest","MN",128.217956520722,148.710222684142,171.822269685905,148.710222684142,"Minnesota"
"14636",596,23,25,1,1,"Cancers","Black","Female","Minnesota",1993,"West North Central","Midwest","MN",157.970228330922,187.774257334159,218.555926518346,187.774257334159,"Minnesota"
"14637",597,23,25,1,1,"Cardiovascular","Black","Female","Minnesota",1993,"West North Central","Midwest","MN",257.920917345818,292.564140000361,335.085938803389,292.564140000361,"Minnesota"
"14638",598,23,25,1,1,"Communicable","Black","Female","Minnesota",1993,"West North Central","Midwest","MN",41.9998552487098,53.2824317778409,70.8013618024824,53.2824317778409,"Minnesota"
"14639",599,23,25,1,1,"Injuries","Black","Female","Minnesota",1993,"West North Central","Midwest","MN",34.6096462673886,39.7664174694106,45.2763286755383,39.7664174694106,"Minnesota"
"14640",600,23,25,1,1,"Non-communicable","Black","Female","Minnesota",1993,"West North Central","Midwest","MN",76.6611317179643,91.3093264540524,112.397686953428,91.3093264540524,"Minnesota"
"14641",601,23,26,0,0,"All other causes","White","Male","Minnesota",1994,"West North Central","Midwest","MN",133.406915988715,137.355614742786,140.990045088454,137.355614742786,"Minnesota"
"14642",602,23,26,0,0,"Cancers","White","Male","Minnesota",1994,"West North Central","Midwest","MN",240.897995138997,246.043471090547,250.859580798329,246.043471090547,"Minnesota"
"14643",603,23,26,0,0,"Cardiovascular","White","Male","Minnesota",1994,"West North Central","Midwest","MN",404.710462720425,412.256925971556,421.006774268981,412.256925971556,"Minnesota"
"14644",604,23,26,0,0,"Communicable","White","Male","Minnesota",1994,"West North Central","Midwest","MN",55.9103111318104,59.0518447545781,62.2296728927837,59.0518447545781,"Minnesota"
"14645",605,23,26,0,0,"Injuries","White","Male","Minnesota",1994,"West North Central","Midwest","MN",65.8192151956758,67.8408846546493,69.9486251751282,67.8408846546493,"Minnesota"
"14646",606,23,26,0,0,"Non-communicable","White","Male","Minnesota",1994,"West North Central","Midwest","MN",101.213675825355,104.38538000119,107.448871751396,104.38538000119,"Minnesota"
"14647",607,23,26,0,1,"All other causes","White","Female","Minnesota",1994,"West North Central","Midwest","MN",105.886143297249,108.593717441518,111.395897713436,108.593717441518,"Minnesota"
"14648",608,23,26,0,1,"Cancers","White","Female","Minnesota",1994,"West North Central","Midwest","MN",158.45759561993,161.562087364054,164.571535242608,161.562087364054,"Minnesota"
"14649",609,23,26,0,1,"Cardiovascular","White","Female","Minnesota",1994,"West North Central","Midwest","MN",237.890499622931,242.522458154323,247.440558159288,242.522458154323,"Minnesota"
"14650",610,23,26,0,1,"Communicable","White","Female","Minnesota",1994,"West North Central","Midwest","MN",30.2333552313862,31.7119951292534,33.3149630972889,31.7119951292534,"Minnesota"
"14651",611,23,26,0,1,"Injuries","White","Female","Minnesota",1994,"West North Central","Midwest","MN",27.366513078165,28.3997270332027,29.4901083560756,28.3997270332027,"Minnesota"
"14652",612,23,26,0,1,"Non-communicable","White","Female","Minnesota",1994,"West North Central","Midwest","MN",62.076540160912,64.3004431634217,66.7183857332497,64.3004431634217,"Minnesota"
"14653",613,23,26,1,0,"All other causes","Black","Male","Minnesota",1994,"West North Central","Midwest","MN",173.328668515975,205.243456748413,244.344986740943,205.243456748413,"Minnesota"
"14654",614,23,26,1,0,"Cancers","Black","Male","Minnesota",1994,"West North Central","Midwest","MN",318.105081561855,361.417913666702,417.319791887772,361.417913666702,"Minnesota"
"14655",615,23,26,1,0,"Cardiovascular","Black","Male","Minnesota",1994,"West North Central","Midwest","MN",364.030033815766,412.998211124923,480.888172918151,412.998211124923,"Minnesota"
"14656",616,23,26,1,0,"Communicable","Black","Male","Minnesota",1994,"West North Central","Midwest","MN",75.7050458066818,97.4309461804637,127.852584819535,97.4309461804637,"Minnesota"
"14657",617,23,26,1,0,"Injuries","Black","Male","Minnesota",1994,"West North Central","Midwest","MN",105.158377921313,116.499740823738,132.415399858715,116.499740823738,"Minnesota"
"14658",618,23,26,1,0,"Non-communicable","Black","Male","Minnesota",1994,"West North Central","Midwest","MN",104.654551756456,120.269158294339,150.516840838599,120.269158294339,"Minnesota"
"14659",619,23,26,1,1,"All other causes","Black","Female","Minnesota",1994,"West North Central","Midwest","MN",130.976965062147,150.493741420716,173.763162767233,150.493741420716,"Minnesota"
"14660",620,23,26,1,1,"Cancers","Black","Female","Minnesota",1994,"West North Central","Midwest","MN",156.85548742743,184.641968320245,214.239525401508,184.641968320245,"Minnesota"
"14661",621,23,26,1,1,"Cardiovascular","Black","Female","Minnesota",1994,"West North Central","Midwest","MN",264.388497170474,300.464827945237,342.064337204926,300.464827945237,"Minnesota"
"14662",622,23,26,1,1,"Communicable","Black","Female","Minnesota",1994,"West North Central","Midwest","MN",40.9854933312376,52.7940602578695,69.1568315863758,52.7940602578695,"Minnesota"
"14663",623,23,26,1,1,"Injuries","Black","Female","Minnesota",1994,"West North Central","Midwest","MN",34.1212197020251,39.1715812623272,44.5000237687294,39.1715812623272,"Minnesota"
"14664",624,23,26,1,1,"Non-communicable","Black","Female","Minnesota",1994,"West North Central","Midwest","MN",77.580974002324,92.8711193026872,114.957122098622,92.8711193026872,"Minnesota"
"14665",625,23,27,0,0,"All other causes","White","Male","Minnesota",1995,"West North Central","Midwest","MN",133.702802125195,137.747269023648,141.628350140474,137.747269023648,"Minnesota"
"14666",626,23,27,0,0,"Cancers","White","Male","Minnesota",1995,"West North Central","Midwest","MN",239.038823889195,243.383983007764,248.848015292233,243.383983007764,"Minnesota"
"14667",627,23,27,0,0,"Cardiovascular","White","Male","Minnesota",1995,"West North Central","Midwest","MN",395.823420220709,403.834866932072,411.733128457539,403.834866932072,"Minnesota"
"14668",628,23,27,0,0,"Communicable","White","Male","Minnesota",1995,"West North Central","Midwest","MN",53.8210346319195,56.9880042232755,60.264996015176,56.9880042232755,"Minnesota"
"14669",629,23,27,0,0,"Injuries","White","Male","Minnesota",1995,"West North Central","Midwest","MN",66.1837602432991,67.9850595142494,70.2956359852241,67.9850595142494,"Minnesota"
"14670",630,23,27,0,0,"Non-communicable","White","Male","Minnesota",1995,"West North Central","Midwest","MN",103.623519112747,106.811033470943,110.10876985525,106.811033470943,"Minnesota"
"14671",631,23,27,0,1,"All other causes","White","Female","Minnesota",1995,"West North Central","Midwest","MN",108.0605163825,110.815178322576,113.713456812063,110.815178322576,"Minnesota"
"14672",632,23,27,0,1,"Cancers","White","Female","Minnesota",1995,"West North Central","Midwest","MN",158.82566617266,161.653843930362,164.571731435487,161.653843930362,"Minnesota"
