"","X","state.n","year.n","sex.n","COD","rate.difference_LCL","rate.difference_med","rate.difference_UCL","rate.difference_mean","Census_Division","Census_Region","stabbrs","sex","state","year","state.reorder"
"3076",376,22,32,0,"Communicable",50.9448306016492,57.6747548634086,64.5541858537497,57.6335368365385,"East North Central","Midwest","MI","Male","Michigan",2000,"Michigan"
"3077",377,22,32,0,"Injuries",56.918895412087,62.2115375280339,67.6764117502181,62.2405388402529,"East North Central","Midwest","MI","Male","Michigan",2000,"Michigan"
"3078",378,22,32,0,"Non-communicable",13.835114715885,21.2274877318979,29.3295246148383,21.3692183423403,"East North Central","Midwest","MI","Male","Michigan",2000,"Michigan"
"3079",379,22,32,1,"All other causes",39.8011135324105,45.9640317723085,52.0976302303578,46.0333871989167,"East North Central","Midwest","MI","Female","Michigan",2000,"Michigan"
"3080",380,22,32,1,"Cancers",31.8871536217237,38.2220543444535,44.6067442406726,38.2825025683308,"East North Central","Midwest","MI","Female","Michigan",2000,"Michigan"
"3081",381,22,32,1,"Cardiovascular",104.244327846359,117.115417624679,128.162056169309,116.768043531416,"East North Central","Midwest","MI","Female","Michigan",2000,"Michigan"
"3082",382,22,32,1,"Communicable",24.8977503001549,28.9005067237288,32.984089108141,28.9255535545467,"East North Central","Midwest","MI","Female","Michigan",2000,"Michigan"
"3083",383,22,32,1,"Injuries",8.38618621688641,10.5321340952699,12.6253628622094,10.5538858718283,"East North Central","Midwest","MI","Female","Michigan",2000,"Michigan"
"3084",384,22,32,1,"Non-communicable",5.93514984146538,11.430456276987,16.9962665124181,11.347476009015,"East North Central","Midwest","MI","Female","Michigan",2000,"Michigan"
"3085",385,22,33,0,"All other causes",44.341112477119,53.1514993005985,62.5350566556765,53.1922122141024,"East North Central","Midwest","MI","Male","Michigan",2001,"Michigan"
"3086",386,22,33,0,"Cancers",67.5187927326509,77.6004642904752,88.1470762252814,77.793621364916,"East North Central","Midwest","MI","Male","Michigan",2001,"Michigan"
"3087",387,22,33,0,"Cardiovascular",126.868448446905,143.290195011688,160.902039212361,143.406187974351,"East North Central","Midwest","MI","Male","Michigan",2001,"Michigan"
"3088",388,22,33,0,"Communicable",48.5712190875936,55.514293290074,62.272977213863,55.399250737696,"East North Central","Midwest","MI","Male","Michigan",2001,"Michigan"
"3089",389,22,33,0,"Injuries",54.2188909174843,59.4306495381873,64.8586289130209,59.4112811173127,"East North Central","Midwest","MI","Male","Michigan",2001,"Michigan"
"3090",390,22,33,0,"Non-communicable",12.0027330173061,19.8848046484182,27.9387457692185,19.8734529212947,"East North Central","Midwest","MI","Male","Michigan",2001,"Michigan"
"3091",391,22,33,1,"All other causes",42.5453984896487,48.6491776206005,55.3742440733733,48.8391464136417,"East North Central","Midwest","MI","Female","Michigan",2001,"Michigan"
"3092",392,22,33,1,"Cancers",30.7472102322514,36.6471174314989,43.1965152072588,36.6668264224632,"East North Central","Midwest","MI","Female","Michigan",2001,"Michigan"
"3093",393,22,33,1,"Cardiovascular",112.304973481296,124.064239866887,136.513555594606,124.147547736796,"East North Central","Midwest","MI","Female","Michigan",2001,"Michigan"
"3094",394,22,33,1,"Communicable",23.0325056830921,26.2643109725665,29.8744620852469,26.3551744941789,"East North Central","Midwest","MI","Female","Michigan",2001,"Michigan"
"3095",395,22,33,1,"Injuries",7.77559613639896,9.98846227872959,11.8147587664795,9.93265637441705,"East North Central","Midwest","MI","Female","Michigan",2001,"Michigan"
"3096",396,22,33,1,"Non-communicable",6.41562066033227,12.1022979121578,17.9992528497874,12.1019536220188,"East North Central","Midwest","MI","Female","Michigan",2001,"Michigan"
"3097",397,22,34,0,"All other causes",41.0970969289066,49.4747831854128,58.582793478653,49.5971924146626,"East North Central","Midwest","MI","Male","Michigan",2002,"Michigan"
"3098",398,22,34,0,"Cancers",69.4733657960285,79.4971600554381,89.2583990247676,79.4546975837556,"East North Central","Midwest","MI","Male","Michigan",2002,"Michigan"
"3099",399,22,34,0,"Cardiovascular",131.458886906288,146.931440338487,164.108325229706,147.258673975191,"East North Central","Midwest","MI","Male","Michigan",2002,"Michigan"
"3100",400,22,34,0,"Communicable",44.0805785477689,50.474714855084,57.216682609994,50.5115506107797,"East North Central","Midwest","MI","Male","Michigan",2002,"Michigan"
"3101",401,22,34,0,"Injuries",53.3888515827763,58.0732541270908,63.2183051845999,58.0537265803789,"East North Central","Midwest","MI","Male","Michigan",2002,"Michigan"
"3102",402,22,34,0,"Non-communicable",13.3316356345846,20.9759106429898,29.0523841711579,21.0344697220416,"East North Central","Midwest","MI","Male","Michigan",2002,"Michigan"
"3103",403,22,34,1,"All other causes",39.7689044247438,45.4037404659015,52.3494205742344,45.6254415513192,"East North Central","Midwest","MI","Female","Michigan",2002,"Michigan"
"3104",404,22,34,1,"Cancers",29.7123460257627,35.6735729024755,41.9037186049041,35.7674895774131,"East North Central","Midwest","MI","Female","Michigan",2002,"Michigan"
"3105",405,22,34,1,"Cardiovascular",119.950053271215,132.104301483393,144.864432621244,131.907042712488,"East North Central","Midwest","MI","Female","Michigan",2002,"Michigan"
"3106",406,22,34,1,"Communicable",19.9015341268221,23.4719351642297,27.3771302149081,23.4810996541388,"East North Central","Midwest","MI","Female","Michigan",2002,"Michigan"
"3107",407,22,34,1,"Injuries",6.76657773980667,8.86152158824042,11.0169903132709,8.8821779068359,"East North Central","Midwest","MI","Female","Michigan",2002,"Michigan"
"3108",408,22,34,1,"Non-communicable",2.7614744340939,8.46887332858459,13.7260572791899,8.48578958910554,"East North Central","Midwest","MI","Female","Michigan",2002,"Michigan"
"3109",409,22,35,0,"All other causes",39.3506445161341,48.1799607476845,57.4287590809675,48.2625047603411,"East North Central","Midwest","MI","Male","Michigan",2003,"Michigan"
"3110",410,22,35,0,"Cancers",64.8149991567398,75.4580008203101,85.8521851461861,75.5434735499193,"East North Central","Midwest","MI","Male","Michigan",2003,"Michigan"
"3111",411,22,35,0,"Cardiovascular",141.292689136006,157.130801341784,172.421161528201,157.213357998498,"East North Central","Midwest","MI","Male","Michigan",2003,"Michigan"
"3112",412,22,35,0,"Communicable",40.3375465766869,46.9549061695139,53.7571588375954,46.8490164219115,"East North Central","Midwest","MI","Male","Michigan",2003,"Michigan"
"3113",413,22,35,0,"Injuries",50.8913523953608,55.9156706995968,60.7963143493776,55.8591425863566,"East North Central","Midwest","MI","Male","Michigan",2003,"Michigan"
"3114",414,22,35,0,"Non-communicable",11.3224023669537,19.470943349689,27.6778398447149,19.4385859305337,"East North Central","Midwest","MI","Male","Michigan",2003,"Michigan"
"3115",415,22,35,1,"All other causes",36.8459198358145,42.8084599512724,49.0526370169499,42.7480812657793,"East North Central","Midwest","MI","Female","Michigan",2003,"Michigan"
"3116",416,22,35,1,"Cancers",28.6515082519322,34.8107735594938,40.9749032667246,34.8423701302281,"East North Central","Midwest","MI","Female","Michigan",2003,"Michigan"
"3117",417,22,35,1,"Cardiovascular",118.052912345617,129.880969978765,141.034581143766,129.743362758551,"East North Central","Midwest","MI","Female","Michigan",2003,"Michigan"
"3118",418,22,35,1,"Communicable",18.0018000931945,21.5349520629632,25.2942695397223,21.5400907867644,"East North Central","Midwest","MI","Female","Michigan",2003,"Michigan"
"3119",419,22,35,1,"Injuries",5.31339484814566,7.47643045591462,9.53846580846901,7.44022353136327,"East North Central","Midwest","MI","Female","Michigan",2003,"Michigan"
"3120",420,22,35,1,"Non-communicable",-0.136941960971307,5.37486139591133,10.6701098579335,5.34213515085422,"East North Central","Midwest","MI","Female","Michigan",2003,"Michigan"
"3121",421,22,36,0,"All other causes",39.9582314963788,49.151850453305,57.5511064358574,49.0018458034313,"East North Central","Midwest","MI","Male","Michigan",2004,"Michigan"
"3122",422,22,36,0,"Cancers",63.6313338663166,73.5497087939076,83.8590836780118,73.5368401447804,"East North Central","Midwest","MI","Male","Michigan",2004,"Michigan"
"3123",423,22,36,0,"Cardiovascular",155.783037369551,170.466894411646,186.974318811021,170.78017751275,"East North Central","Midwest","MI","Male","Michigan",2004,"Michigan"
"3124",424,22,36,0,"Communicable",37.0239660327952,42.9900840661159,50.205231171737,43.2091255190838,"East North Central","Midwest","MI","Male","Michigan",2004,"Michigan"
"3125",425,22,36,0,"Injuries",50.1261003553755,54.6295647062206,59.8294127368949,54.7591146830567,"East North Central","Midwest","MI","Male","Michigan",2004,"Michigan"
"3126",426,22,36,0,"Non-communicable",10.3516237738011,17.4974011602703,25.8081738689807,17.6704691101253,"East North Central","Midwest","MI","Male","Michigan",2004,"Michigan"
"3127",427,22,36,1,"All other causes",38.1876140662046,44.3492867954235,50.415574667873,44.3045377826507,"East North Central","Midwest","MI","Female","Michigan",2004,"Michigan"
"3128",428,22,36,1,"Cancers",27.8831859117137,34.0457250375016,39.9776899159509,34.0194544303188,"East North Central","Midwest","MI","Female","Michigan",2004,"Michigan"
"3129",429,22,36,1,"Cardiovascular",115.262677519376,125.477500581063,137.500505092047,125.793851030904,"East North Central","Midwest","MI","Female","Michigan",2004,"Michigan"
"3130",430,22,36,1,"Communicable",15.9680208083994,19.5040499296427,22.8131863192536,19.4416687299152,"East North Central","Midwest","MI","Female","Michigan",2004,"Michigan"
"3131",431,22,36,1,"Injuries",3.8514472851966,6.0473648493334,8.1736567200674,6.06576116093728,"East North Central","Midwest","MI","Female","Michigan",2004,"Michigan"
"3132",432,22,36,1,"Non-communicable",-2.51490573676742,2.99459329055179,8.40448216013882,3.01335133674742,"East North Central","Midwest","MI","Female","Michigan",2004,"Michigan"
"3133",433,22,37,0,"All other causes",44.3512313395857,53.056172693348,62.055090050485,53.069031819662,"East North Central","Midwest","MI","Male","Michigan",2005,"Michigan"
"3134",434,22,37,0,"Cancers",59.4770052237473,68.854270644298,78.6541920709349,68.8764790028765,"East North Central","Midwest","MI","Male","Michigan",2005,"Michigan"
"3135",435,22,37,0,"Cardiovascular",152.19720423361,167.685545450167,181.931941972564,167.870227475956,"East North Central","Midwest","MI","Male","Michigan",2005,"Michigan"
"3136",436,22,37,0,"Communicable",33.0964539475291,38.8186469584792,45.0472291316237,38.9082705452745,"East North Central","Midwest","MI","Male","Michigan",2005,"Michigan"
"3137",437,22,37,0,"Injuries",49.5122425027418,54.7824641299336,59.8187182142301,54.7691123908737,"East North Central","Midwest","MI","Male","Michigan",2005,"Michigan"
"3138",438,22,37,0,"Non-communicable",9.46949862142451,16.6762255656474,24.8417200585098,16.8379392148508,"East North Central","Midwest","MI","Male","Michigan",2005,"Michigan"
"3139",439,22,37,1,"All other causes",34.8768967572907,40.9672627526993,47.3164023889162,40.9951888686979,"East North Central","Midwest","MI","Female","Michigan",2005,"Michigan"
"3140",440,22,37,1,"Cancers",26.3711851884255,32.3291812677004,38.0286283386873,32.3397091689833,"East North Central","Midwest","MI","Female","Michigan",2005,"Michigan"
"3141",441,22,37,1,"Cardiovascular",107.034453516248,118.645311129709,129.790574167859,118.415908013882,"East North Central","Midwest","MI","Female","Michigan",2005,"Michigan"
"3142",442,22,37,1,"Communicable",14.3672217774658,17.5408524989237,20.8511498229899,17.5381474588019,"East North Central","Midwest","MI","Female","Michigan",2005,"Michigan"
"3143",443,22,37,1,"Injuries",2.84336356448042,5.08115901221744,7.09651903531004,5.03229582980853,"East North Central","Midwest","MI","Female","Michigan",2005,"Michigan"
"3144",444,22,37,1,"Non-communicable",-5.17601759748282,0.333825826192999,6.07948043058415,0.406199671759939,"East North Central","Midwest","MI","Female","Michigan",2005,"Michigan"
"3145",445,22,38,0,"All other causes",39.6316195198007,48.2851245096074,57.6070918332584,48.4139570635286,"East North Central","Midwest","MI","Male","Michigan",2006,"Michigan"
"3146",446,22,38,0,"Cancers",58.0426236373191,67.4164554176871,76.7787802833735,67.4456279634469,"East North Central","Midwest","MI","Male","Michigan",2006,"Michigan"
"3147",447,22,38,0,"Cardiovascular",154.130082867791,168.914462116328,183.571338682027,168.702706432832,"East North Central","Midwest","MI","Male","Michigan",2006,"Michigan"
"3148",448,22,38,0,"Communicable",33.1592376373329,39.3081040249209,45.3060814961635,39.2833371611906,"East North Central","Midwest","MI","Male","Michigan",2006,"Michigan"
"3149",449,22,38,0,"Injuries",49.1683559884257,54.4296360605124,59.9226282596508,54.4335358296553,"East North Central","Midwest","MI","Male","Michigan",2006,"Michigan"
"3150",450,22,38,0,"Non-communicable",6.83404648596978,14.2933145401825,21.8266133597196,14.2070446162684,"East North Central","Midwest","MI","Male","Michigan",2006,"Michigan"
"3151",451,22,38,1,"All other causes",31.8054025539704,37.49986463815,43.9296126321408,37.5659685754469,"East North Central","Midwest","MI","Female","Michigan",2006,"Michigan"
"3152",452,22,38,1,"Cancers",28.5417612937595,34.8302440822638,40.607367484438,34.740266403063,"East North Central","Midwest","MI","Female","Michigan",2006,"Michigan"
"3153",453,22,38,1,"Cardiovascular",105.396283568861,115.785128494722,126.879897435937,115.918243023033,"East North Central","Midwest","MI","Female","Michigan",2006,"Michigan"
"3154",454,22,38,1,"Communicable",15.0803319701668,18.1834623054154,21.6838094810397,18.2401301295811,"East North Central","Midwest","MI","Female","Michigan",2006,"Michigan"
"3155",455,22,38,1,"Injuries",2.44825977722802,4.77630735199541,6.81390252905658,4.71115729300841,"East North Central","Midwest","MI","Female","Michigan",2006,"Michigan"
"3156",456,22,38,1,"Non-communicable",-3.91515526747389,1.44608836967547,6.98385971336698,1.50557788153068,"East North Central","Midwest","MI","Female","Michigan",2006,"Michigan"
"3157",457,22,39,0,"All other causes",34.4434480388755,43.2743213945577,52.8205603692931,43.2218277750662,"East North Central","Midwest","MI","Male","Michigan",2007,"Michigan"
"3158",458,22,39,0,"Cancers",56.8827886950303,66.1169387980814,75.1562954217306,66.1079220970692,"East North Central","Midwest","MI","Male","Michigan",2007,"Michigan"
"3159",459,22,39,0,"Cardiovascular",146.043118213802,159.343201709975,174.947432021979,159.518099999192,"East North Central","Midwest","MI","Male","Michigan",2007,"Michigan"
"3160",460,22,39,0,"Communicable",33.4048687114304,38.8776063470509,44.570788495863,38.9381250676268,"East North Central","Midwest","MI","Male","Michigan",2007,"Michigan"
"3161",461,22,39,0,"Injuries",46.9935973597399,51.9624262065042,57.850864662813,52.0575185773649,"East North Central","Midwest","MI","Male","Michigan",2007,"Michigan"
"3162",462,22,39,0,"Non-communicable",3.6579242094419,11.2287155525532,19.4350750222292,11.400139048461,"East North Central","Midwest","MI","Male","Michigan",2007,"Michigan"
"3163",463,22,39,1,"All other causes",30.3895752626454,36.0887053442803,42.0900022784243,36.1514947814483,"East North Central","Midwest","MI","Female","Michigan",2007,"Michigan"
"3164",464,22,39,1,"Cancers",28.5822883222956,34.5064322953346,40.5269300451739,34.5624716718206,"East North Central","Midwest","MI","Female","Michigan",2007,"Michigan"
"3165",465,22,39,1,"Cardiovascular",97.8819272248086,106.997112887528,116.050881277324,106.998436871242,"East North Central","Midwest","MI","Female","Michigan",2007,"Michigan"
"3166",466,22,39,1,"Communicable",16.3670147278967,19.3068595226021,22.4680149081147,19.3301139720511,"East North Central","Midwest","MI","Female","Michigan",2007,"Michigan"
"3167",467,22,39,1,"Injuries",1.9276432267151,4.11446929484429,6.34737497836879,4.08369804303428,"East North Central","Midwest","MI","Female","Michigan",2007,"Michigan"
"3168",468,22,39,1,"Non-communicable",-3.05834410566303,1.99258072379252,7.32157724661766,2.01264034916378,"East North Central","Midwest","MI","Female","Michigan",2007,"Michigan"
"3169",469,22,40,0,"All other causes",29.2234517742683,37.5660716507017,46.1418505614412,37.5342235117635,"East North Central","Midwest","MI","Male","Michigan",2008,"Michigan"
"3170",470,22,40,0,"Cancers",56.1033651975606,64.9428762040773,73.8636270005732,64.9692564616768,"East North Central","Midwest","MI","Male","Michigan",2008,"Michigan"
"3171",471,22,40,0,"Cardiovascular",136.170337513712,149.964026229318,163.720736485278,149.687344468368,"East North Central","Midwest","MI","Male","Michigan",2008,"Michigan"
"3172",472,22,40,0,"Communicable",31.702709123926,37.1297529109442,42.9387847339767,37.2152939883522,"East North Central","Midwest","MI","Male","Michigan",2008,"Michigan"
"3173",473,22,40,0,"Injuries",44.9431347088335,49.5041230802501,54.5375116132003,49.5887937509713,"East North Central","Midwest","MI","Male","Michigan",2008,"Michigan"
"3174",474,22,40,0,"Non-communicable",1.65464503511122,9.51515492893689,16.8360842681799,9.42783439042647,"East North Central","Midwest","MI","Male","Michigan",2008,"Michigan"
"3175",475,22,40,1,"All other causes",30.4672756136261,36.6107181345316,43.0624367555015,36.6922994959117,"East North Central","Midwest","MI","Female","Michigan",2008,"Michigan"
"3176",476,22,40,1,"Cancers",26.9348765268874,32.2529537912724,38.4533673264188,32.4524250319659,"East North Central","Midwest","MI","Female","Michigan",2008,"Michigan"
"3177",477,22,40,1,"Cardiovascular",90.6732060599689,100.348557856173,109.90049653872,100.300015670029,"East North Central","Midwest","MI","Female","Michigan",2008,"Michigan"
"3178",478,22,40,1,"Communicable",14.3171570409489,17.3510266286798,20.4367716892792,17.3576259115048,"East North Central","Midwest","MI","Female","Michigan",2008,"Michigan"
"3179",479,22,40,1,"Injuries",2.39998217965494,4.65881724178443,6.70958758086808,4.65218510958684,"East North Central","Midwest","MI","Female","Michigan",2008,"Michigan"
"3180",480,22,40,1,"Non-communicable",-7.55447618118726,-2.63287081691168,2.75161132608954,-2.50836726929068,"East North Central","Midwest","MI","Female","Michigan",2008,"Michigan"
"3181",481,22,41,0,"All other causes",26.2112898742029,34.3585767667122,43.0975611005849,34.4529177432435,"East North Central","Midwest","MI","Male","Michigan",2009,"Michigan"
"3182",482,22,41,0,"Cancers",51.5688221588522,60.2526811923845,69.4357000477003,60.2539074355112,"East North Central","Midwest","MI","Male","Michigan",2009,"Michigan"
"3183",483,22,41,0,"Cardiovascular",128.572773447816,141.478794374909,155.158458849903,141.640462441387,"East North Central","Midwest","MI","Male","Michigan",2009,"Michigan"
"3184",484,22,41,0,"Communicable",29.0450393174075,33.9812622626086,39.6602915352564,34.0540170378097,"East North Central","Midwest","MI","Male","Michigan",2009,"Michigan"
"3185",485,22,41,0,"Injuries",43.4740280406047,48.5948126459089,53.9755668857776,48.6557263418185,"East North Central","Midwest","MI","Male","Michigan",2009,"Michigan"
"3186",486,22,41,0,"Non-communicable",0.965434851428384,8.5947971855731,16.3894636717562,8.63793006031543,"East North Central","Midwest","MI","Male","Michigan",2009,"Michigan"
"3187",487,22,41,1,"All other causes",24.1599819070585,30.08105947113,36.3497951191294,30.1017238167657,"East North Central","Midwest","MI","Female","Michigan",2009,"Michigan"
"3188",488,22,41,1,"Cancers",27.4916208300483,33.0681684499413,38.7483052853827,33.0382277271988,"East North Central","Midwest","MI","Female","Michigan",2009,"Michigan"
"3189",489,22,41,1,"Cardiovascular",88.3615509085878,98.4906164104713,107.983993049887,98.3693428901732,"East North Central","Midwest","MI","Female","Michigan",2009,"Michigan"
"3190",490,22,41,1,"Communicable",14.9566515576727,18.2010894647811,21.3110851639827,18.1922883129101,"East North Central","Midwest","MI","Female","Michigan",2009,"Michigan"
"3191",491,22,41,1,"Injuries",2.82338994850701,4.94369076607524,7.10129838284189,4.93674336195337,"East North Central","Midwest","MI","Female","Michigan",2009,"Michigan"
"3192",492,22,41,1,"Non-communicable",-6.68794035091647,-1.07637779256514,4.11832018584434,-1.1696620387507,"East North Central","Midwest","MI","Female","Michigan",2009,"Michigan"
"3193",493,22,42,0,"All other causes",20.1371404886778,28.5830629938888,37.0837634296963,28.636096016342,"East North Central","Midwest","MI","Male","Michigan",2010,"Michigan"
"3194",494,22,42,0,"Cancers",49.9441191060395,59.0695737062968,68.2110506908368,59.0589349086073,"East North Central","Midwest","MI","Male","Michigan",2010,"Michigan"
"3195",495,22,42,0,"Cardiovascular",124.492024962536,137.115520556912,149.739296606101,137.378474651158,"East North Central","Midwest","MI","Male","Michigan",2010,"Michigan"
"3196",496,22,42,0,"Communicable",30.0822024058708,35.1177253866724,40.3061821402512,35.1081398131126,"East North Central","Midwest","MI","Male","Michigan",2010,"Michigan"
"3197",497,22,42,0,"Injuries",39.9544536878065,45.0618193361807,50.2061773117043,45.0565097203065,"East North Central","Midwest","MI","Male","Michigan",2010,"Michigan"
"3198",498,22,42,0,"Non-communicable",2.34094688389083,9.73085505902142,17.1512039374402,9.81935268211149,"East North Central","Midwest","MI","Male","Michigan",2010,"Michigan"
"3199",499,22,42,1,"All other causes",17.5802083517514,23.2500394380403,29.504392981178,23.3950404223676,"East North Central","Midwest","MI","Female","Michigan",2010,"Michigan"
"3200",500,22,42,1,"Cancers",26.1451323838424,32.1155929563665,37.5251556459936,32.0092115861096,"East North Central","Midwest","MI","Female","Michigan",2010,"Michigan"
"3201",501,22,42,1,"Cardiovascular",89.4725137993476,98.3651737150018,108.312077711467,98.4103122293127,"East North Central","Midwest","MI","Female","Michigan",2010,"Michigan"
"3202",502,22,42,1,"Communicable",15.3032776633602,18.2634560030133,21.2264782019046,18.2405919990835,"East North Central","Midwest","MI","Female","Michigan",2010,"Michigan"
"3203",503,22,42,1,"Injuries",1.80298027074117,4.0593403839012,6.35721493540233,4.07611548005458,"East North Central","Midwest","MI","Female","Michigan",2010,"Michigan"
"3204",504,22,42,1,"Non-communicable",-6.87946568540491,-1.87259651927178,3.55706300941015,-1.84851237366643,"East North Central","Midwest","MI","Female","Michigan",2010,"Michigan"
"3205",505,22,43,0,"All other causes",13.4646287509206,22.6278075759408,31.2090330187522,22.4692185353276,"East North Central","Midwest","MI","Male","Michigan",2011,"Michigan"
"3206",506,22,43,0,"Cancers",52.6532178510756,61.6596794292233,70.3015156448839,61.512019282735,"East North Central","Midwest","MI","Male","Michigan",2011,"Michigan"
"3207",507,22,43,0,"Cardiovascular",130.282190821031,142.643090803929,155.517845204497,142.850628944779,"East North Central","Midwest","MI","Male","Michigan",2011,"Michigan"
"3208",508,22,43,0,"Communicable",23.7708671563881,28.3326269856515,33.5701940674842,28.2871100282927,"East North Central","Midwest","MI","Male","Michigan",2011,"Michigan"
"3209",509,22,43,0,"Injuries",40.7957543440162,45.6274755295033,50.8080566575338,45.6856581052638,"East North Central","Midwest","MI","Male","Michigan",2011,"Michigan"
"3210",510,22,43,0,"Non-communicable",2.94261871363982,10.7058557391015,17.9956325441185,10.6265521410806,"East North Central","Midwest","MI","Male","Michigan",2011,"Michigan"
"3211",511,22,43,1,"All other causes",13.4647206104266,19.6560173218558,25.7545267181046,19.6904901080576,"East North Central","Midwest","MI","Female","Michigan",2011,"Michigan"
"3212",512,22,43,1,"Cancers",26.5901065689632,32.1577781341817,38.2180919930981,32.1702812120872,"East North Central","Midwest","MI","Female","Michigan",2011,"Michigan"
"3213",513,22,43,1,"Cardiovascular",83.2065865812679,92.8278903707761,101.743506027135,92.6700250133936,"East North Central","Midwest","MI","Female","Michigan",2011,"Michigan"
"3214",514,22,43,1,"Communicable",13.2110759066945,16.2285783676934,19.0430508542738,16.2000870732548,"East North Central","Midwest","MI","Female","Michigan",2011,"Michigan"
"3215",515,22,43,1,"Injuries",1.51328447021321,3.7011702526149,5.99234735498154,3.71093064970034,"East North Central","Midwest","MI","Female","Michigan",2011,"Michigan"
"3216",516,22,43,1,"Non-communicable",-6.2225404118223,-1.15084869253928,4.04315011432337,-1.12050915748241,"East North Central","Midwest","MI","Female","Michigan",2011,"Michigan"
"3217",517,22,44,0,"All other causes",11.4209619617669,20.0923579601134,28.8762646431322,20.0494640717303,"East North Central","Midwest","MI","Male","Michigan",2012,"Michigan"
"3218",518,22,44,0,"Cancers",52.7734349358789,61.4385421981799,71.3976884905848,61.6099517620142,"East North Central","Midwest","MI","Male","Michigan",2012,"Michigan"
"3219",519,22,44,0,"Cardiovascular",136.459817117052,149.566741177785,163.807854198891,149.796428773972,"East North Central","Midwest","MI","Male","Michigan",2012,"Michigan"
"3220",520,22,44,0,"Communicable",24.0161641599345,28.9211763929092,34.2181687761116,28.9420224190202,"East North Central","Midwest","MI","Male","Michigan",2012,"Michigan"
"3221",521,22,44,0,"Injuries",42.363175705768,47.3070158529992,52.5352337861199,47.3119070625168,"East North Central","Midwest","MI","Male","Michigan",2012,"Michigan"
"3222",522,22,44,0,"Non-communicable",2.07003895067035,9.84237825199118,16.9998932903724,9.7704000309198,"East North Central","Midwest","MI","Male","Michigan",2012,"Michigan"
"3223",523,22,44,1,"All other causes",14.001123640022,20.1843256088022,26.1828646455843,20.1478219708461,"East North Central","Midwest","MI","Female","Michigan",2012,"Michigan"
"3224",524,22,44,1,"Cancers",28.3459737213655,33.9351054461761,39.9215434206816,33.932372415637,"East North Central","Midwest","MI","Female","Michigan",2012,"Michigan"
"3225",525,22,44,1,"Cardiovascular",88.0544834771657,97.2610144550135,106.627428382327,97.2047777779324,"East North Central","Midwest","MI","Female","Michigan",2012,"Michigan"
"3226",526,22,44,1,"Communicable",12.3345005486484,15.5269208921491,18.50128365,15.4930192255534,"East North Central","Midwest","MI","Female","Michigan",2012,"Michigan"
"3227",527,22,44,1,"Injuries",0.992558251606443,3.362653206199,5.80401541134193,3.40495067514717,"East North Central","Midwest","MI","Female","Michigan",2012,"Michigan"
"3228",528,22,44,1,"Non-communicable",-8.12650621319136,-2.93625269831527,2.49658767663382,-2.86402611643151,"East North Central","Midwest","MI","Female","Michigan",2012,"Michigan"
"3229",529,22,45,0,"All other causes",8.78934658360957,18.4011661804613,27.4594174564456,18.2986274002056,"East North Central","Midwest","MI","Male","Michigan",2013,"Michigan"
"3230",530,22,45,0,"Cancers",51.804080558328,62.3753146378861,73.2109099592803,62.3301043493312,"East North Central","Midwest","MI","Male","Michigan",2013,"Michigan"
"3231",531,22,45,0,"Cardiovascular",127.831604316214,142.266379695135,158.35592566385,142.384821853884,"East North Central","Midwest","MI","Male","Michigan",2013,"Michigan"
"3232",532,22,45,0,"Communicable",23.5684532953371,29.603444787105,35.642244323709,29.586952207389,"East North Central","Midwest","MI","Male","Michigan",2013,"Michigan"
"3233",533,22,45,0,"Injuries",40.384891613213,46.5465045631124,52.861634422076,46.6403382607279,"East North Central","Midwest","MI","Male","Michigan",2013,"Michigan"
"3234",534,22,45,0,"Non-communicable",2.93541574874051,11.5028694441031,19.7738263452656,11.5126538135068,"East North Central","Midwest","MI","Male","Michigan",2013,"Michigan"
"3235",535,22,45,1,"All other causes",9.36995892164655,16.3171520280856,23.8097587366299,16.3948652745056,"East North Central","Midwest","MI","Female","Michigan",2013,"Michigan"
"3236",536,22,45,1,"Cancers",29.516373815716,36.0616999588773,42.5953079561291,36.0373257489293,"East North Central","Midwest","MI","Female","Michigan",2013,"Michigan"
"3237",537,22,45,1,"Cardiovascular",82.4486210193412,92.8160104542865,103.010849540036,92.7040239762274,"East North Central","Midwest","MI","Female","Michigan",2013,"Michigan"
"3238",538,22,45,1,"Communicable",10.2885535647173,13.7435893907848,17.3789740253296,13.7924787738694,"East North Central","Midwest","MI","Female","Michigan",2013,"Michigan"
"3239",539,22,45,1,"Injuries",-0.0460790289472357,2.79302408530748,5.75375498464347,2.82644743624718,"East North Central","Midwest","MI","Female","Michigan",2013,"Michigan"
"3240",540,22,45,1,"Non-communicable",-7.05355195813218,-1.52404636477188,4.70941558652828,-1.42485428052933,"East North Central","Midwest","MI","Female","Michigan",2013,"Michigan"
"3241",1,23,1,0,"All other causes",64.3408956651622,123.171875172719,206.666066529828,127.851535403625,"West North Central","Midwest","MN","Male","Minnesota",1969,"Minnesota"
"3242",2,23,1,0,"Cancers",34.734459900232,97.045916670876,176.592990164878,99.3571751149041,"West North Central","Midwest","MN","Male","Minnesota",1969,"Minnesota"
"3243",3,23,1,0,"Cardiovascular",-358.26961905581,-261.592812796082,-132.054575306282,-257.51790959443,"West North Central","Midwest","MN","Male","Minnesota",1969,"Minnesota"
"3244",4,23,1,0,"Communicable",-9.24288841567768,15.0546292236882,51.6199833649575,17.1068103444509,"West North Central","Midwest","MN","Male","Minnesota",1969,"Minnesota"
